     Conf.     atoms         Ref. total energy(Ha)           NN total energy(Ha)     E(Ref.) - E(NN) (Ha/atom)
      3332         3                   -0.34814293                   -0.34704460                   -0.00036611
      3333         1                   -0.09688364                   -0.09613171                   -0.00075193
      3334         4                   -0.52366529                   -0.52285756                   -0.00020193
      3335         6                   -0.78553634                   -0.78614782                    0.00010191
      3336         4                   -0.47970915                   -0.47997635                    0.00006680
      3337         3                   -0.39391975                   -0.39279510                   -0.00037488
      3338         6                   -0.72735166                   -0.72952678                    0.00036252
      3339         4                   -0.53518102                   -0.53871608                    0.00088376
      3340        12                   -1.36608184                   -1.36306545                   -0.00025137
      3341        64                   -8.38832992                   -8.42044060                    0.00050173
      3342         8                   -0.80759252                   -0.80534171                   -0.00028135
      3343         8                   -1.03395813                   -1.03547002                    0.00018899
      3344         8                   -0.90909931                   -0.90900347                   -0.00001198
      3345         7                   -0.83215033                   -0.83004049                   -0.00030141
      3346         2                   -0.23860798                   -0.23864697                    0.00001950
      3347         2                   -0.22165913                   -0.22155923                   -0.00004995
      3348         1                   -0.10056881                   -0.10077354                    0.00020472
      3349         8                   -1.03944121                   -1.03747969                   -0.00024519
      3350         3                   -0.36483859                   -0.36380385                   -0.00034491
      3351         2                   -0.19267514                   -0.19209347                   -0.00029084
      3352         4                   -0.47984167                   -0.47901556                   -0.00020653
      3353         6                   -0.74087500                   -0.74079999                   -0.00001250
      3354         4                   -0.41107472                   -0.41146603                    0.00009783
      3355        10                   -1.21892778                   -1.21461827                   -0.00043095
      3356        10                   -1.18591076                   -1.18567718                   -0.00002336
      3357         4                   -0.47497320                   -0.46788792                   -0.00177132
      3358         8                   -0.88357010                   -0.88662080                    0.00038134
      3359         4                   -0.54056922                   -0.53978356                   -0.00019641
      3360         8                   -0.85714375                   -0.85388706                   -0.00040709
      3361         4                   -0.53984194                   -0.53939864                   -0.00011082
      3362        10                   -1.30321754                   -1.30163746                   -0.00015801
      3363         2                   -0.23373885                   -0.23560497                    0.00093306
      3364         2                   -0.27139790                   -0.27061905                   -0.00038943
      3365         4                   -0.51892806                   -0.51814689                   -0.00019529
      3366         8                   -0.99441731                   -0.99298949                   -0.00017848
      3367         1                   -0.11505271                   -0.11549318                    0.00044047
      3368        10                   -1.31374885                   -1.31054646                   -0.00032024
      3369         8                   -1.04238715                   -1.05226713                    0.00123500
      3370         8                   -0.86975321                   -0.87136533                    0.00020151
      3371         4                   -0.40143416                   -0.40184387                    0.00010243
      3372         4                   -0.51739034                   -0.51932131                    0.00048274
      3373        64                   -5.94047814                   -5.94856794                    0.00012640
      3374        24                   -2.83387350                   -2.83424869                    0.00001563
      3375        12                   -1.28354152                   -1.28216282                   -0.00011489
      3376         4                   -0.41293695                   -0.41318109                    0.00006103
      3377         7                   -0.90788023                   -0.90590145                   -0.00028268
      3378         2                   -0.23388766                   -0.23372735                   -0.00008015
      3379         1                   -0.09830846                   -0.09911024                    0.00080178
      3380         4                   -0.54205063                   -0.54067504                   -0.00034390
      3381         4                   -0.52860596                   -0.52698267                   -0.00040582
      3382         8                   -1.04392800                   -1.04556420                    0.00020453
      3383         4                   -0.49664133                   -0.49778523                    0.00028598
      3384        10                   -1.30165368                   -1.30367782                    0.00020241
      3385         9                   -1.03047250                   -1.03005260                   -0.00004666
      3386         1                   -0.10757302                   -0.10869746                    0.00112444
      3387         1                   -0.09433400                   -0.09478219                    0.00044820
      3388         9                   -1.08313232                   -1.08170699                   -0.00015837
      3389         6                   -0.74015090                   -0.73400686                   -0.00102401
      3390        64                   -8.09220464                   -8.10571862                    0.00021116
      3391         6                   -0.76169014                   -0.76278638                    0.00018271
      3392         8                   -0.89050209                   -0.89222736                    0.00021566
      3393         4                   -0.50514837                   -0.51214334                    0.00174874
      3394         2                   -0.26073908                   -0.26043664                   -0.00015122
      3395         8                   -0.75320298                   -0.76280981                    0.00120085
      3396         8                   -0.90010965                   -0.90143072                    0.00016513
      3397         8                   -0.99561783                   -0.98818569                   -0.00092902
      3398         6                   -0.62708062                   -0.61938121                   -0.00128323
      3399         4                   -0.39729506                   -0.40069514                    0.00085002
      3400         3                   -0.39342091                   -0.39234188                   -0.00035968
      3401         6                   -0.71500028                   -0.71932296                    0.00072045
      3402         5                   -0.50828312                   -0.50596595                   -0.00046344
      3403         4                   -0.48047208                   -0.48162994                    0.00028947
      3404         4                   -0.41598176                   -0.41770120                    0.00042986
      3405         1                   -0.11592468                   -0.11638875                    0.00046407
      3406        16                   -1.54047893                   -1.53764092                   -0.00017738
      3407         8                   -1.05704635                   -1.06117092                    0.00051557
      3408         3                   -0.30322694                   -0.30174161                   -0.00049511
      3409         6                   -0.77208298                   -0.77117571                   -0.00015121
      3410         1                   -0.10297146                   -0.10280703                   -0.00016443
      3411         4                   -0.49617382                   -0.49474955                   -0.00035607
      3412         1                   -0.13307773                   -0.13322638                    0.00014865
      3413         8                   -0.83889965                   -0.83646905                   -0.00030383
      3414         8                   -0.83079400                   -0.82848378                   -0.00028878
      3415         1                   -0.10717821                   -0.10745534                    0.00027713
      3416         8                   -1.03769677                   -1.04002091                    0.00029052
      3417         4                   -0.49105015                   -0.48729512                   -0.00093876
      3418         8                   -0.98306374                   -0.98474841                    0.00021058
      3419         6                   -0.78971397                   -0.79003687                    0.00005382
      3420         6                   -0.80471071                   -0.80551274                    0.00013367
      3421         1                   -0.13356884                   -0.13369163                    0.00012279
      3422         1                   -0.11887636                   -0.11900673                    0.00013037
      3423         8                   -1.05515383                   -1.05331589                   -0.00022974
      3424         4                   -0.46519901                   -0.46381521                   -0.00034595
      3425         3                   -0.30101002                   -0.29933153                   -0.00055950
      3426         4                   -0.43236854                   -0.43235179                   -0.00000419
      3427        10                   -1.31117369                   -1.31064418                   -0.00005295
      3428         4                   -0.53410848                   -0.53307430                   -0.00025855
      3429        16                   -1.49405752                   -1.49630287                    0.00014033
      3430        16                   -1.47088956                   -1.47125656                    0.00002294
      3431        10                   -1.24936263                   -1.24821497                   -0.00011477
      3432         8                   -0.99809819                   -0.99930508                    0.00015086
      3433         1                   -0.09997863                   -0.10027515                    0.00029653
      3434         4                   -0.46442464                   -0.46384561                   -0.00014476
      3435       125                  -14.82851150                  -14.81641448                   -0.00009678
      3436         1                   -0.11255463                   -0.10982839                   -0.00272624
      3437         6                   -0.71236031                   -0.70668584                   -0.00094574
      3438         8                   -0.91013042                   -0.91129301                    0.00014532
      3439         6                   -0.75924161                   -0.75941118                    0.00002826
      3440         1                   -0.13421620                   -0.13426883                    0.00005263
      3441         8                   -0.84532252                   -0.84383828                   -0.00018553
      3442         7                   -0.90093681                   -0.89972240                   -0.00017349
      3443         1                   -0.11774724                   -0.11748604                   -0.00026120
      3444         4                   -0.52656208                   -0.52645750                   -0.00002614
      3445         4                   -0.53894655                   -0.53885474                   -0.00002295
      3446         3                   -0.39002721                   -0.38800129                   -0.00067530
      3447         3                   -0.35064553                   -0.35004501                   -0.00020017
      3448         2                   -0.26955902                   -0.26847132                   -0.00054385
      3449        64                   -5.88507102                   -5.89183484                    0.00010568
      3450         9                   -1.18344436                   -1.18061883                   -0.00031395
      3451        16                   -1.54682612                   -1.54762058                    0.00004965
      3452        30                   -3.92112844                   -3.92600510                    0.00016256
      3453         1                   -0.09654365                   -0.09666940                    0.00012575
      3454         8                   -0.99249422                   -0.99240280                   -0.00001143
      3455         8                   -0.98095886                   -0.98054435                   -0.00005181
      3456         4                   -0.42694420                   -0.42680966                   -0.00003364
      3457         2                   -0.27098035                   -0.27048547                   -0.00024744
      3458        10                   -1.25819591                   -1.25757746                   -0.00006185
      3459         3                   -0.28316182                   -0.28391008                    0.00024942
      3460         6                   -0.72043058                   -0.71998657                   -0.00007400
      3461        64                   -7.26458618                   -7.27861787                    0.00021925
      3462         4                   -0.37016562                   -0.36977842                   -0.00009680
      3463         6                   -0.80767118                   -0.80617892                   -0.00024871
      3464         6                   -0.74941768                   -0.75094737                    0.00025495
      3465         2                   -0.24072340                   -0.24269307                    0.00098484
      3466         9                   -1.16041344                   -1.15859930                   -0.00020157
      3467        10                   -1.32044483                   -1.31946575                   -0.00009791
      3468         1                   -0.11407544                   -0.11301160                   -0.00106384
      3469         1                   -0.12612847                   -0.12595437                   -0.00017409
      3470         8                   -1.03781611                   -1.04316697                    0.00066886
      3471         4                   -0.37509864                   -0.37637892                    0.00032007
      3472         4                   -0.54179701                   -0.54166157                   -0.00003386
      3473         8                   -0.85769380                   -0.85877714                    0.00013542
      3474         8                   -0.96328675                   -0.97294341                    0.00120708
      3475         1                   -0.10581796                   -0.09918180                   -0.00663617
      3476         3                   -0.36526017                   -0.36531143                    0.00001709
      3477         1                   -0.10862219                   -0.10465588                   -0.00396631
      3478         1                   -0.10143693                   -0.10153723                    0.00010030
      3479         1                   -0.12312818                   -0.12351729                    0.00038911
      3480         8                   -1.01023438                   -1.02211795                    0.00148545
      3481        10                   -0.94752475                   -0.94433507                   -0.00031897
      3482         5                   -0.63517966                   -0.63550371                    0.00006481
      3483         4                   -0.51058799                   -0.50853349                   -0.00051362
      3484        16                   -1.76053322                   -1.75148561                   -0.00056548
      3485         6                   -0.67115093                   -0.66851394                   -0.00043950
      3486         8                   -1.04663019                   -1.04827953                    0.00020617
      3487        10                   -1.22817193                   -1.21847453                   -0.00096974
      3488         8                   -0.97256522                   -0.97733202                    0.00059585
      3489        16                   -1.49401161                   -1.49109764                   -0.00018212
      3490         1                   -0.11297020                   -0.11318123                    0.00021103
      3491         1                   -0.11515968                   -0.11517014                    0.00001046
      3492         2                   -0.26496805                   -0.26632321                    0.00067758
      3493         8                   -1.05875274                   -1.06313722                    0.00054806
      3494         8                   -0.95003926                   -0.95352002                    0.00043510
      3495         7                   -0.87960704                   -0.87877860                   -0.00011835
      3496         1                   -0.10399140                   -0.10418946                    0.00019806
      3497         8                   -0.85335670                   -0.85450434                    0.00014345
      3498         3                   -0.29857193                   -0.29761639                   -0.00031851
      3499         7                   -0.86764292                   -0.86644239                   -0.00017150
      3500         9                   -0.86171598                   -0.86614924                    0.00049258
      3501        10                   -0.94759465                   -0.95205339                    0.00044587
      3502         9                   -1.18031244                   -1.17755162                   -0.00030676
      3503         1                   -0.10537071                   -0.10531118                   -0.00005954
      3504         1                   -0.10156829                   -0.10137746                   -0.00019084
      3505         3                   -0.38409176                   -0.38389302                   -0.00006625
      3506         8                   -1.07135438                   -1.07015942                   -0.00014937
      3507         8                   -0.88918609                   -0.89034727                    0.00014515
      3508         3                   -0.31488139                   -0.31407942                   -0.00026732
      3509         1                   -0.09946273                   -0.09667254                   -0.00279019
      3510         8                   -1.05508070                   -1.06002851                    0.00061848
      3511         8                   -0.98283328                   -0.98948321                    0.00083124
      3512         6                   -0.71465528                   -0.71941119                    0.00079265
      3513         1                   -0.11831476                   -0.11817418                   -0.00014058
      3514        10                   -1.30189673                   -1.29993694                   -0.00019598
      3515         6                   -0.76366548                   -0.76312699                   -0.00008975
      3516         1                   -0.11870373                   -0.11839022                   -0.00031351
      3517         4                   -0.44552634                   -0.44656437                    0.00025951
      3518         1                   -0.11499418                   -0.11548869                    0.00049451
      3519         1                   -0.10310050                   -0.10306407                   -0.00003643
      3520         8                   -0.96399146                   -0.96785331                    0.00048273
      3521         8                   -0.92887557                   -0.92746535                   -0.00017628
      3522         1                   -0.13022952                   -0.12991588                   -0.00031364
      3523         6                   -0.80605785                   -0.80675601                    0.00011636
      3524         2                   -0.25932700                   -0.25967619                    0.00017459
      3525         4                   -0.42241491                   -0.41831101                   -0.00102597
      3526         1                   -0.11179881                   -0.11261946                    0.00082066
      3527         2                   -0.19442917                   -0.19417296                   -0.00012811
      3528         8                   -1.06293993                   -1.06841343                    0.00068419
      3529        16                   -1.51316815                   -1.51433830                    0.00007313
      3530         2                   -0.21235529                   -0.21155473                   -0.00040028
      3531         1                   -0.10158040                   -0.10140827                   -0.00017213
      3532         1                   -0.12591039                   -0.12257810                   -0.00333229
      3533         8                   -0.98811577                   -0.98892863                    0.00010161
      3534         8                   -1.04695119                   -1.04833276                    0.00017270
      3535         9                   -1.05500010                   -1.05473139                   -0.00002986
      3536         8                   -0.93482486                   -0.94123798                    0.00080164
      3537         3                   -0.37019509                   -0.37078858                    0.00019783
      3538         7                   -0.86343592                   -0.86218012                   -0.00017940
      3539         4                   -0.51055147                   -0.50955678                   -0.00024867
      3540         8                   -0.99402517                   -1.00645870                    0.00155419
      3541         4                   -0.53417260                   -0.53328770                   -0.00022122
      3542         8                   -0.94556582                   -0.95755695                    0.00149889
      3543         4                   -0.52972153                   -0.52857616                   -0.00028634
      3544         4                   -0.54270999                   -0.54131508                   -0.00034873
      3545         1                   -0.09881690                   -0.09892855                    0.00011165
      3546         6                   -0.63366103                   -0.63075182                   -0.00048487
      3547         6                   -0.81207510                   -0.81127975                   -0.00013256
      3548         8                   -1.00745309                   -1.00625922                   -0.00014923
      3549         8                   -0.98457430                   -0.98751633                    0.00036775
      3550        10                   -1.23677223                   -1.23670910                   -0.00000631
      3551         8                   -1.01393385                   -1.01916437                    0.00065382
      3552         8                   -0.84754123                   -0.84623701                   -0.00016303
      3553         1                   -0.10027025                   -0.10012215                   -0.00014810
      3554         2                   -0.27168894                   -0.27121539                   -0.00023678
      3555         4                   -0.48393510                   -0.48322185                   -0.00017831
      3556         1                   -0.10404245                   -0.10522576                    0.00118331
      3557         8                   -0.89829036                   -0.89751695                   -0.00009668
      3558         8                   -1.03054964                   -1.03702612                    0.00080956
      3559         8                   -1.03998592                   -1.04581653                    0.00072883
      3560         8                   -1.05282789                   -1.04910850                   -0.00046492
      3561         1                   -0.10915062                   -0.10926277                    0.00011215
      3562        16                   -2.05527921                   -2.05407602                   -0.00007520
      3563        16                   -1.54963922                   -1.55007142                    0.00002701
      3564         1                   -0.12612150                   -0.12530043                   -0.00082106
      3565         6                   -0.78471289                   -0.78344078                   -0.00021202
      3566         6                   -0.72149994                   -0.72356214                    0.00034370
      3567         8                   -1.08646650                   -1.08454060                   -0.00024074
      3568         8                   -0.79607884                   -0.79445382                   -0.00020313
      3569        64                   -6.62693013                   -6.63899804                    0.00018856
      3570         4                   -0.53829385                   -0.53888109                    0.00014681
      3571         8                   -0.76889526                   -0.76899857                    0.00001291
      3572         8                   -1.07818950                   -1.07834613                    0.00001958
      3573         6                   -0.61676651                   -0.61808509                    0.00021976
      3574         2                   -0.23481340                   -0.23441325                   -0.00020008
      3575         1                   -0.09419087                   -0.09477256                    0.00058169
      3576         8                   -0.97671890                   -0.97871634                    0.00024968
      3577         7                   -0.85371742                   -0.85254927                   -0.00016688
      3578         2                   -0.24874038                   -0.24843616                   -0.00015211
      3579         6                   -0.56054847                   -0.56467998                    0.00068859
      3580         6                   -0.61321696                   -0.60576269                   -0.00124238
      3581         4                   -0.52073401                   -0.51881599                   -0.00047951
      3582        64                   -8.43813736                   -8.45789355                    0.00030869
      3583         3                   -0.32454570                   -0.32403692                   -0.00016959
      3584         8                   -0.92244092                   -0.92586526                    0.00042804
      3585         4                   -0.50735115                   -0.50671905                   -0.00015802
      3586         6                   -0.81448260                   -0.81385457                   -0.00010467
      3587         3                   -0.39639248                   -0.39639004                   -0.00000081
      3588         4                   -0.53931970                   -0.53852134                   -0.00019959
      3589         1                   -0.11307503                   -0.11417256                    0.00109753
      3590        16                   -1.48545885                   -1.48009388                   -0.00033531
      3591         8                   -0.97379391                   -0.97467670                    0.00011035
      3592         1                   -0.10783254                   -0.10805841                    0.00022587
      3593         4                   -0.43499279                   -0.43380306                   -0.00029743
      3594         2                   -0.23804513                   -0.23464022                   -0.00170245
      3595         8                   -1.00053616                   -1.00340354                    0.00035842
      3596         2                   -0.19446068                   -0.19408191                   -0.00018939
      3597         4                   -0.45287414                   -0.45174364                   -0.00028263
      3598         1                   -0.11490225                   -0.11571594                    0.00081369
      3599        64                   -8.44454710                   -8.46330504                    0.00029309
      3600         9                   -0.93631014                   -0.94155877                    0.00058318
      3601         6                   -0.72029837                   -0.71962398                   -0.00011240
      3602         4                   -0.47762458                   -0.47706227                   -0.00014058
      3603         2                   -0.26974754                   -0.26902068                   -0.00036343
      3604         8                   -1.07261536                   -1.07244236                   -0.00002163
      3605         2                   -0.26144698                   -0.26159743                    0.00007522
      3606         8                   -1.06177982                   -1.06611930                    0.00054243
      3607         2                   -0.27163168                   -0.27109588                   -0.00026790
      3608         3                   -0.39091747                   -0.39294844                    0.00067699
      3609         1                   -0.10672178                   -0.10672933                    0.00000755
      3610         2                   -0.27152460                   -0.27131717                   -0.00010371
      3611         4                   -0.47412579                   -0.47408538                   -0.00001010
      3612        12                   -1.44410124                   -1.43819503                   -0.00049218
      3613         4                   -0.49023450                   -0.49015353                   -0.00002024
      3614         4                   -0.47271392                   -0.47198431                   -0.00018240
      3615         2                   -0.22804938                   -0.22740850                   -0.00032044
      3616         1                   -0.11691251                   -0.11680846                   -0.00010404
      3617         4                   -0.54258908                   -0.54142559                   -0.00029087
      3618         2                   -0.26160784                   -0.25949549                   -0.00105618
      3619         6                   -0.69872971                   -0.68775326                   -0.00182941
      3620         2                   -0.25277714                   -0.25277170                   -0.00000272
      3621         8                   -0.87868096                   -0.87987405                    0.00014914
      3622        62                   -7.91139875                   -7.91570555                    0.00006946
      3623         2                   -0.24140380                   -0.24491022                    0.00175321
      3624         3                   -0.35987815                   -0.35874488                   -0.00037776
      3625         7                   -0.70019493                   -0.69158928                   -0.00122938
      3626         8                   -0.90753470                   -0.90883706                    0.00016280
      3627         1                   -0.12637429                   -0.12620367                   -0.00017063
      3628         6                   -0.65464387                   -0.64328155                   -0.00189372
      3629         6                   -0.74738001                   -0.74706133                   -0.00005311
      3630        16                   -1.50940851                   -1.50874775                   -0.00004130
      3631         8                   -0.82714363                   -0.82430988                   -0.00035422
      3632         4                   -0.53619086                   -0.53534116                   -0.00021243
      3633         4                   -0.53326994                   -0.53224339                   -0.00025664
      3634        64                   -8.05793837                   -8.07147466                    0.00021150
      3635         2                   -0.26463755                   -0.26374257                   -0.00044749
      3636         5                   -0.59508193                   -0.59294498                   -0.00042739
      3637         1                   -0.10729363                   -0.10763976                    0.00034613
      3638         8                   -0.88450762                   -0.90118979                    0.00208527
      3639         4                   -0.46226920                   -0.46568494                    0.00085394
      3640         6                   -0.80790353                   -0.80636014                   -0.00025723
      3641         8                   -1.07097134                   -1.07077058                   -0.00002509
      3642         3                   -0.37144270                   -0.37219907                    0.00025213
      3643         8                   -0.92425470                   -0.92579944                    0.00019309
      3644         8                   -0.89044761                   -0.89586740                    0.00067747
      3645         1                   -0.11371207                   -0.11344273                   -0.00026934
      3646        10                   -1.13423518                   -1.13685560                    0.00026204
      3647         5                   -0.56259212                   -0.56349154                    0.00017989
      3648         8                   -0.81732558                   -0.81464407                   -0.00033519
      3649         1                   -0.13241298                   -0.13262661                    0.00021362
      3650         3                   -0.29353689                   -0.28243488                   -0.00370067
      3651         4                   -0.52860145                   -0.53041912                    0.00045442
      3652         1                   -0.12609450                   -0.12551700                   -0.00057750
      3653        12                   -1.28852902                   -1.29659851                    0.00067246
      3654         8                   -0.82537995                   -0.82582598                    0.00005575
      3655         6                   -0.68763593                   -0.68703051                   -0.00010090
      3656         6                   -0.78314573                   -0.78191442                   -0.00020522
      3657         8                   -1.02448900                   -1.02081523                   -0.00045922
      3658        10                   -1.19814323                   -1.19865828                    0.00005151
      3659         4                   -0.42627287                   -0.42611158                   -0.00004032
      3660         1                   -0.09701994                   -0.09718093                    0.00016099
      3661         4                   -0.48215215                   -0.48953784                    0.00184642
      3662         9                   -1.14762362                   -1.14650501                   -0.00012429
      3663         8                   -0.92806511                   -0.93008033                    0.00025190
      3664         4                   -0.49533388                   -0.49556734                    0.00005837
      3665         8                   -1.05046727                   -1.04911690                   -0.00016880
      3666         8                   -1.05399728                   -1.05266478                   -0.00016656
      3667         1                   -0.10510208                   -0.10580276                    0.00070068
      3668        10                   -1.26635559                   -1.26642913                    0.00000735
      3669         5                   -0.64895892                   -0.64742036                   -0.00030771
      3670         4                   -0.52677173                   -0.52740682                    0.00015877
      3671         8                   -0.76945471                   -0.76913497                   -0.00003997
      3672         3                   -0.30307959                   -0.30354512                    0.00015518
      3673        64                   -8.43511674                   -8.45740590                    0.00034827
      3674         8                   -1.05349451                   -1.05636873                    0.00035928
      3675         8                   -0.90466793                   -0.90665390                    0.00024825
      3676         1                   -0.10339008                   -0.10238207                   -0.00100801
      3677         3                   -0.36684969                   -0.36710384                    0.00008471
      3678         8                   -1.04794280                   -1.04658104                   -0.00017022
      3679        10                   -1.13843118                   -1.13590618                   -0.00025250
      3680         2                   -0.26811433                   -0.26770704                   -0.00020365
      3681         4                   -0.37352144                   -0.37160328                   -0.00047954
      3682         8                   -0.93733226                   -0.93600727                   -0.00016562
      3683         4                   -0.52760202                   -0.52739963                   -0.00005060
      3684         1                   -0.09733877                   -0.09801232                    0.00067355
      3685         8                   -1.03568169                   -1.03508200                   -0.00007496
      3686         2                   -0.26205019                   -0.26161494                   -0.00021763
      3687        12                   -1.59531008                   -1.59544236                    0.00001102
      3688         8                   -1.05909024                   -1.06784238                    0.00109402
      3689        64                   -8.44276068                   -8.46034466                    0.00027475
      3690         8                   -1.05708808                   -1.05746500                    0.00004711
      3691         4                   -0.54004099                   -0.53893876                   -0.00027556
      3692         1                   -0.11578316                   -0.12006985                    0.00428669
      3693         8                   -1.07254860                   -1.07401699                    0.00018355
      3694        10                   -1.23715497                   -1.24125298                    0.00040980
      3695         4                   -0.52743266                   -0.52615017                   -0.00032062
      3696        16                   -1.81347977                   -1.81418234                    0.00004391
      3697         6                   -0.80362013                   -0.80222869                   -0.00023191
      3698         2                   -0.26823690                   -0.26850425                    0.00013367
      3699         4                   -0.50529896                   -0.50481454                   -0.00012111
      3700         8                   -0.77597567                   -0.79412692                    0.00226891
      3701         3                   -0.33825079                   -0.33603371                   -0.00073903
      3702         8                   -0.90997143                   -0.91165780                    0.00021080
      3703         4                   -0.44111512                   -0.44095936                   -0.00003894
      3704         1                   -0.12156852                   -0.12183511                    0.00026659
      3705         8                   -0.86380102                   -0.86880227                    0.00062516
      3706         1                   -0.10202268                   -0.10237310                    0.00035042
      3707        64                   -8.34249076                   -8.38171100                    0.00061282
      3708         1                   -0.11102770                   -0.10892845                   -0.00209925
      3709         8                   -1.00779654                   -1.01578201                    0.00099818
      3710         5                   -0.56167046                   -0.55992329                   -0.00034943
      3711         2                   -0.26217204                   -0.25956422                   -0.00130391
      3712         8                   -0.92414880                   -0.92276320                   -0.00017320
      3713        16                   -1.80542933                   -1.80303381                   -0.00014972
      3714         4                   -0.53409935                   -0.53333964                   -0.00018993
      3715         2                   -0.27012087                   -0.26932886                   -0.00039601
      3716         1                   -0.11380651                   -0.11370071                   -0.00010580
      3717        16                   -1.54449193                   -1.54566102                    0.00007307
      3718         4                   -0.51224690                   -0.51131876                   -0.00023204
      3719         8                   -0.93762698                   -0.93108857                   -0.00081730
      3720         5                   -0.63699075                   -0.63552821                   -0.00029251
      3721         4                   -0.43446132                   -0.43436616                   -0.00002379
      3722         1                   -0.10858427                   -0.10872186                    0.00013759
      3723         1                   -0.11655578                   -0.11645852                   -0.00009726
      3724         7                   -0.85106847                   -0.85427490                    0.00045806
      3725         1                   -0.10466868                   -0.11166767                    0.00699898
      3726         8                   -0.83550831                   -0.83952244                    0.00050177
      3727         6                   -0.77207616                   -0.77071311                   -0.00022717
      3728         8                   -0.80134869                   -0.80121027                   -0.00001730
      3729        64                   -7.37876637                   -7.39321178                    0.00022571
      3730         8                   -0.83044069                   -0.82600912                   -0.00055395
      3731        16                   -1.51669861                   -1.51881209                    0.00013209
      3732         4                   -0.50582791                   -0.50509962                   -0.00018207
      3733         3                   -0.37914514                   -0.37868493                   -0.00015340
      3734         4                   -0.53002242                   -0.53042842                    0.00010150
      3735         8                   -0.80004854                   -0.79951778                   -0.00006634
      3736         4                   -0.50625101                   -0.50633989                    0.00002222
      3737        52                   -6.80702158                   -6.87355420                    0.00127947
