     Conf.      atom         Ref. Fx(Ha/Bohr)         Ref. Fy(Ha/Bohr)         Ref. Fz(Ha/Bohr)           NN Fx(Ha/Bohr)           NN Fy(Ha/Bohr)           NN Fz(Ha/Bohr)
       510         6               0.00000000               0.00000001              -0.00013196               0.00000000              -0.00000000              -0.00209811
       510         7               0.00000000               0.00000000               0.00658974               0.00000000               0.00000000               0.01103121
       510         8               0.00000001               0.00000000               0.02996274              -0.00000000              -0.00000000               0.03157518
       511         1               0.00000000               0.00000000              -0.07410011              -0.00000000              -0.00000000              -0.07550392
       511         2              -0.00000001              -0.00000001              -0.00811814              -0.00000000              -0.00000000              -0.00802637
       511         3               0.00000001               0.00000000               0.00077535               0.00000000              -0.00000000              -0.00239556
       511         4               0.00000001               0.00000000               0.00022249               0.00000000               0.00000000               0.00164381
       511         5               0.00000000               0.00000000              -0.00006772               0.00000000              -0.00000000              -0.00049289
       511         6               0.00000000               0.00000001               0.00010763              -0.00000000              -0.00000000               0.00049289
       511         7               0.00000000               0.00000001              -0.00024565               0.00000000               0.00000000              -0.00164381
       511         8              -0.00000001              -0.00000001              -0.00078133              -0.00000000              -0.00000000               0.00239556
       511         9               0.00000000               0.00000000               0.00811252              -0.00000000              -0.00000000               0.00802637
       511        10               0.00000000               0.00000000               0.07409496               0.00000000               0.00000000               0.07550392
       512         1               0.00000000              -0.00000001              -0.00973753              -0.00000000               0.00000000              -0.01330549
       512         2               0.00000000               0.00000000              -0.00973753               0.00000000              -0.00000000              -0.01330549
       512         3               0.00000000              -0.00000001              -0.00000013              -0.00000000              -0.00000000               0.00000000
       512         4               0.00000000               0.00000000              -0.00000013               0.00000000               0.00000000               0.00000000
       512         5               0.00000000               0.00000002               0.00973766              -0.00000000               0.00000000               0.01330549
       512         6               0.00000000               0.00000000               0.00973766               0.00000000              -0.00000000               0.01330549
       513         1               0.00000000               0.00000000               0.00000000              -0.00000000               0.00000000              -0.00000000
       513         2              -0.00000001               0.00000136               0.00006337               0.00000000              -0.00000000               0.00045843
       513         3               0.00000000              -0.00000136              -0.00006338               0.00000000               0.00000000              -0.00045843
       514         1               0.00000000               0.00000000               0.00000000              -0.00000000              -0.00000000               0.00000000
       515         1               0.00274604               0.00073762              -0.04858531               0.00117789               0.00024898              -0.04852295
       515         2              -0.00238565               0.00841088               0.05621866              -0.00384543               0.00786263               0.05435100
       515         3              -0.00371292              -0.00537689              -0.04389226               0.00074916              -0.00343642              -0.04483853
       515         4               0.00335254              -0.00377161               0.03625891               0.00191838              -0.00467519               0.03901048
       516         1               0.00000000               0.00000000               0.00000000               0.00000000               0.00000000               0.00000000
       517         1              -0.00000001               0.00000000              -0.06359564              -0.00000000              -0.00000000              -0.05024897
       517         2               0.00000000               0.00000000              -0.03616667               0.00000000               0.00000000              -0.04093149
       517         3              -0.00000001               0.00000000              -0.00279625              -0.00000000              -0.00000000              -0.00673338
       517         4               0.00000000               0.00000000               0.00000000               0.00000000               0.00000000              -0.00000000
       517         5               0.00000000              -0.00000001               0.00279625              -0.00000000              -0.00000000               0.00673338
       517         6               0.00000000               0.00000000               0.03616666               0.00000000              -0.00000000               0.04093149
       517         7               0.00000000               0.00000000               0.06359564              -0.00000000               0.00000000               0.05024897
       518         1               0.00000000               0.00000000               0.00000000               0.00000000              -0.00000000              -0.00000000
       519         1               0.00448330               0.00186270              -0.00638882               0.00262052               0.00130577              -0.00351073
       519         2              -0.00852335              -0.00211579               0.00672402              -0.00751114              -0.00215865               0.00572806
       519         3               0.00461030              -0.00426382              -0.00362935               0.00293010              -0.00362774              -0.00395452
       519         4               0.00137624               0.00629296               0.00767597               0.00061535               0.00440300               0.00496262
       519         5               0.00123555               0.00135762               0.00067425               0.00012909               0.00147824               0.00079621
       519         6               0.00098539              -0.00243519              -0.00335209               0.00103046              -0.00176254              -0.00052580
       519         7              -0.00884589              -0.00461028              -0.00798090              -0.00648494              -0.00377437              -0.00567823
       519         8               0.00152056              -0.00207910              -0.00232646               0.00066410              -0.00116146              -0.00145926
       519         9               0.00352887              -0.00738557              -0.00488886               0.00469834              -0.00661019              -0.00202746
       519        10              -0.00269094               0.00600287               0.00645353              -0.00161772               0.00567985               0.00308615
       519        11              -0.00380164               0.00261499               0.00224464              -0.00131640               0.00184678              -0.00067848
       519        12               0.00435518               0.00127069               0.01020472               0.00301922               0.00037410               0.00827423
       519        13              -0.00106630               0.00028562               0.00253245              -0.00089442               0.00105398               0.00195694
       519        14               0.00369214               0.00102467              -0.00185885               0.00251206               0.00047308              -0.00065119
       519        15              -0.00455385               0.00341255              -0.00043809              -0.00277506               0.00336062              -0.00150772
       519        16               0.00369442              -0.00123489              -0.00564616               0.00238044              -0.00088045              -0.00481083
       520         1              -0.00065033               0.00036199              -0.00052064              -0.00018763               0.00015917              -0.00059116
       520         2              -0.00047369              -0.00071071              -0.00063320              -0.00066696              -0.00033871              -0.00137926
       520         3              -0.00139045              -0.00011345              -0.00049183              -0.00160268              -0.00000036              -0.00020768
       520         4              -0.00120246               0.00103405               0.00055157              -0.00082045               0.00050002               0.00022512
       520         5              -0.00012626               0.00165505               0.00011931               0.00007187               0.00146241               0.00015454
       520         6              -0.00076162              -0.00101434               0.00054915              -0.00006694              -0.00024351               0.00061304
       520         7               0.00030438              -0.00014701              -0.00178837               0.00030462               0.00022786              -0.00122267
       520         8               0.00057921               0.00007217               0.00283114              -0.00024624              -0.00032952               0.00167839
       520         9               0.00056636               0.00061633               0.00065828               0.00069776               0.00122275               0.00021080
       520        10              -0.00078883              -0.00081466               0.00030216              -0.00084871              -0.00058039               0.00047961
       520        11               0.00600717              -0.00028549              -0.00014720               0.00360976               0.00009276               0.00096627
       520        12              -0.00116117               0.00041949              -0.00000694               0.00119698               0.00036022              -0.00025060
       520        13               0.00075991              -0.00247803               0.00026022              -0.00026817              -0.00242052               0.00010482
       520        14              -0.00082712              -0.00055637              -0.00004786              -0.00017349               0.00026526              -0.00039063
       520        15              -0.00042088              -0.00039072              -0.00005594               0.00020986              -0.00061795               0.00051898
       520        16              -0.00034830              -0.00028776              -0.00084537               0.00048257               0.00025399              -0.00089548
       520        17               0.00034277              -0.00055623              -0.00069968              -0.00019616              -0.00072288              -0.00095713
       520        18               0.00026425               0.00057767              -0.00040073              -0.00009367               0.00052814              -0.00035151
       520        19               0.00160264              -0.00062717              -0.00019991               0.00068362              -0.00012623               0.00050816
       520        20               0.00082346               0.00048850              -0.00000251               0.00113986              -0.00015847              -0.00050178
       520        21               0.00003891               0.00122178               0.00020660               0.00063806               0.00009353               0.00038537
       520        22              -0.00034631              -0.00121144               0.00000013               0.00070835              -0.00091321              -0.00034612
       520        23              -0.00019913              -0.00011175               0.00472885              -0.00037811              -0.00022382               0.00178091
       520        24              -0.00004163               0.00009217              -0.00390438              -0.00005362              -0.00044574              -0.00116084
       520        25               0.00053258              -0.00000999              -0.00006167               0.00056792               0.00030620              -0.00033477
       520        26              -0.00026889               0.00032255              -0.00024306              -0.00025037               0.00003516               0.00011445
       520        27              -0.00243913              -0.00057229              -0.00041024              -0.00164959              -0.00018735              -0.00015854
       520        28               0.00405869              -0.00057300               0.00007698               0.00318565              -0.00000217               0.00001043
       520        29              -0.00004831               0.00495917               0.00040965              -0.00023558               0.00369785              -0.00007242
       520        30              -0.00017512              -0.00213497               0.00033647              -0.00003990              -0.00167503               0.00038513
       520        31               0.00075767               0.00067061               0.00396725              -0.00023057              -0.00025263               0.00086432
       520        32               0.00010160              -0.00040004              -0.00428825               0.00017123               0.00022174              -0.00134914
       520        33               0.00021435              -0.00001693               0.00051116               0.00016211              -0.00018663               0.00092390
       520        34               0.00015914              -0.00012059               0.00008679               0.00005436              -0.00046827               0.00035950
       520        35               0.00266186              -0.00003608               0.00020541               0.00179343               0.00044450              -0.00011093
       520        36              -0.00062970               0.00056068               0.00014937               0.00028622               0.00029099              -0.00009370
       520        37               0.00020403              -0.00049654              -0.00018313               0.00038642               0.00003308              -0.00010675
       520        38              -0.00055610               0.00400837              -0.00032725              -0.00023557               0.00259691              -0.00032343
       520        39               0.00017018               0.00020681               0.00003668              -0.00017146               0.00024527               0.00036533
       520        40               0.00003807               0.00026200               0.00129599               0.00037873              -0.00010702               0.00044892
       520        41              -0.00054503              -0.00001281              -0.00025521              -0.00059827               0.00033561              -0.00071226
       520        42              -0.00014593              -0.00052619               0.00069069              -0.00067418              -0.00046749               0.00039010
       520        43               0.00123303              -0.00077893               0.00057966              -0.00066803              -0.00061817              -0.00018887
       520        44              -0.00576968               0.00070999               0.00004555              -0.00391721               0.00005421               0.00020797
       520        45               0.00112745               0.00153062              -0.00027749               0.00059886               0.00072935               0.00037083
       520        46              -0.00033731              -0.00246005               0.00002318               0.00080537              -0.00088280               0.00032695
       520        47              -0.00081738              -0.00008049              -0.00148127              -0.00014055               0.00036391              -0.00034958
       520        48               0.00005255               0.00017538              -0.00011338              -0.00045361               0.00030729              -0.00053717
       520        49               0.00058524              -0.00016942              -0.00009161               0.00026958              -0.00067483              -0.00023348
       520        50              -0.00069551              -0.00045249               0.00014390               0.00037085              -0.00008814               0.00033371
       520        51               0.00179336              -0.00052139              -0.00028913               0.00084942               0.00011857              -0.00041187
       520        52              -0.00345979               0.00037586              -0.00028591              -0.00221989              -0.00008843               0.00052832
       520        53               0.00039251              -0.00136972               0.00022456              -0.00104757              -0.00099535               0.00002288
       520        54               0.00000111              -0.00217925              -0.00029514              -0.00084526              -0.00166237              -0.00019992
       520        55               0.00054190               0.00011534               0.00397815               0.00018933               0.00039148               0.00179742
       520        56               0.00015907               0.00025356              -0.00232784               0.00108009              -0.00018316              -0.00075104
       520        57              -0.00020526               0.00101395               0.00025230              -0.00079048               0.00059187               0.00128665
       520        58               0.00050166               0.00026268               0.00010042               0.00056961              -0.00003649               0.00038237
       520        59               0.00039288              -0.00075023              -0.00019175               0.00056326               0.00021621              -0.00023182
       520        60              -0.00257919              -0.00000507              -0.00025723              -0.00248454              -0.00032197              -0.00077520
       520        61               0.00050300               0.00417972               0.00008283               0.00025225               0.00194580              -0.00037238
       520        62              -0.00021521              -0.00362831              -0.00012160              -0.00034291              -0.00189559               0.00019593
       520        63               0.00040615               0.00015816              -0.00033507              -0.00010972              -0.00033301              -0.00057427
       520        64              -0.00025145               0.00029526              -0.00182363               0.00043004               0.00015607              -0.00079871
       521         1               0.00000000              -0.00000001               0.01197536              -0.00000000              -0.00000000               0.00925439
       521         2               0.00000000               0.00000000               0.00065481               0.00000000               0.00000000               0.00085849
       521         3              -0.00000001              -0.00000001              -0.00013553              -0.00000000              -0.00000000               0.00072475
       521         4               0.00000001              -0.00000001               0.00013553               0.00000000               0.00000000              -0.00072477
       521         5               0.00000000               0.00000000              -0.00065481              -0.00000000              -0.00000000              -0.00085846
       521         6              -0.00000001               0.00000003              -0.01197536               0.00000000               0.00000000              -0.00925440
       522         1               0.00782148               0.00607652               0.00611536               0.00730990               0.00517939               0.00538002
       522         2              -0.00371122              -0.00762626               0.00325596              -0.00350361              -0.00747471               0.00269959
       522         3              -0.00191238               0.00257593              -0.00562877              -0.00269428               0.00348438              -0.00484874
       522         4              -0.01143017               0.00295007              -0.00753557              -0.00972544               0.00328224              -0.00663752
       522         5               0.00798559               0.01011196              -0.00420450               0.00700014               0.00971399              -0.00315811
       522         6               0.00734230               0.00469570              -0.00056061               0.00653385               0.00235947              -0.00112910
       522         7               0.00435426              -0.00786708               0.01116520               0.00428422              -0.00717798               0.00968649
       522         8              -0.01044986              -0.01091684              -0.00260706              -0.00920479              -0.00936679              -0.00199263
       523         1               0.00000000               0.00000000               0.00000000              -0.00000000              -0.00000000              -0.00000000
       523         2               0.00000000               0.00000085               0.00027648              -0.00000000               0.00000000              -0.00033140
       523         3               0.00000000              -0.00000085              -0.00027647               0.00000000              -0.00000000               0.00033140
       524         1               0.00000000               0.00000000               0.00000000               0.00000001               0.00000001              -0.00000000
       524         2               0.00000000               0.00000000               0.00000000              -0.00000001              -0.00000001               0.00000000
       525         1              -0.02503716              -0.01346450               0.00128052              -0.02787949              -0.01129176               0.00222211
       525         2               0.00952212              -0.01829327              -0.00354663               0.01142691              -0.02538361              -0.00432798
       525         3               0.01551503               0.03175777               0.00226610               0.01645258               0.03667538               0.00210587
       526         1               0.00000002               0.00000000               0.00886494              -0.00000000              -0.00000000               0.00818534
       526         2              -0.00000002               0.00000000              -0.00886494               0.00000000               0.00000000              -0.00818534
       527         1               0.00097602              -0.00043995               0.00023041               0.00041227              -0.00021850               0.00040279
       527         2              -0.00091636               0.00038029              -0.00217890              -0.00084701               0.00017253              -0.00183666
       527         3               0.00011958              -0.00032936               0.00134726               0.00016539              -0.00020240               0.00066211
       527         4              -0.00017923               0.00038902               0.00060123               0.00026934               0.00024837               0.00077176
       528         1               0.00000000               0.00000000              -0.02914888              -0.00000000              -0.00000000              -0.02852204
       528         2               0.00000000               0.00000000              -0.00430234               0.00000000              -0.00000000              -0.00462136
       528         3               0.00000000               0.00000001               0.00041995               0.00000000              -0.00000000              -0.00323199
       528         4               0.00000001              -0.00000001               0.00000001               0.00000000               0.00000000              -0.00000014
       528         5               0.00000000               0.00000000              -0.00041889              -0.00000000              -0.00000000               0.00323213
       528         6               0.00000000               0.00000000               0.00430187               0.00000000               0.00000000               0.00462136
       528         7              -0.00000001              -0.00000001               0.02914829              -0.00000000              -0.00000000               0.02852205
       529         1               0.00113710              -0.00180037              -0.00911095               0.00054740              -0.00142278              -0.00939394
       529         2               0.00519132               0.00339708               0.02121099               0.00413568               0.00150120               0.02229626
       529         3              -0.00292126              -0.00313717              -0.01369920              -0.00118195              -0.00158099              -0.01347341
       529         4              -0.00340717               0.00154046               0.00159916              -0.00350113               0.00150258               0.00057110
       530         1               0.00000000               0.00000000               0.00972798               0.00000000               0.00000000               0.00788912
       530         2               0.00000001               0.00000000              -0.00348416              -0.00000000              -0.00000000              -0.00343395
       530         3               0.00000000               0.00000000               0.00348416               0.00000000               0.00000000               0.00343395
       530         4              -0.00000001               0.00000000              -0.00972798              -0.00000000              -0.00000000              -0.00788912
       531         1               0.00000000              -0.00000001              -0.04838003               0.00000000               0.00000000              -0.05456851
       531         2              -0.00000001               0.00000001              -0.04838003              -0.00000000              -0.00000000              -0.05456851
       531         3              -0.00000001               0.00000002              -0.00805821               0.00000000              -0.00000000              -0.00966155
       531         4               0.00000001               0.00000000              -0.00805821              -0.00000000               0.00000000              -0.00966155
       531         5               0.00000000               0.00000000               0.00000000               0.00000000               0.00000000               0.00000004
       531         6              -0.00000001               0.00000000              -0.00000001              -0.00000000              -0.00000000               0.00000004
       531         7              -0.00000001               0.00000000               0.00805821               0.00000000              -0.00000000               0.00966172
       531         8               0.00000003               0.00000000               0.00805821              -0.00000000               0.00000000               0.00966172
       531         9               0.00000000               0.00000000               0.04838004               0.00000000               0.00000000               0.05456830
       531        10              -0.00000001              -0.00000001               0.04838004              -0.00000000              -0.00000000               0.05456830
       532         1               0.00000000               0.00000000              -0.04514145               0.00000000              -0.00000000              -0.04501272
       532         2              -0.00000001              -0.00000001              -0.00426092               0.00000000               0.00000000              -0.00441377
       532         3              -0.00000038              -0.00000037              -0.00101590              -0.00000000               0.00000000               0.00068311
       532         4              -0.00000149              -0.00000149               0.00057543               0.00000000              -0.00000000              -0.00215061
       532         5               0.00000150               0.00000149              -0.00057544              -0.00000000              -0.00000000               0.00215081
       532         6               0.00000037               0.00000038               0.00101589               0.00000000               0.00000000              -0.00068328
       532         7               0.00000000               0.00000000               0.00426093               0.00000000              -0.00000000               0.00441374
       532         8               0.00000000               0.00000000               0.04514146              -0.00000000               0.00000000               0.04501272
       533         1               0.00225612              -0.00146889               0.00169265               0.00116297              -0.00194322               0.00190826
       533         2               0.00072005              -0.00181919              -0.00179269               0.00090832              -0.00203336              -0.00267919
       533         3               0.00952500               0.00097647              -0.00089373               0.00651742               0.00129756              -0.00029486
       533         4              -0.00546057              -0.00092645               0.00086324              -0.00280486              -0.00096796               0.00067182
       533         5              -0.00087591              -0.00332121              -0.00007255              -0.00141285              -0.00084232              -0.00066333
       533         6               0.00032699               0.00534569              -0.00014468              -0.00078373               0.00351774               0.00007403
       533         7               0.00009415               0.00068990              -0.00074655              -0.00068182               0.00097687               0.00027459
       533         8              -0.00078951              -0.00007531               0.00033875               0.00019323               0.00038707              -0.00046794
       533         9               0.00277566               0.00155930              -0.00008811               0.00160107               0.00156197              -0.00008762
       533        10              -0.00277502              -0.00114878              -0.00053301              -0.00261459              -0.00082168              -0.00094343
       533        11              -0.00371161              -0.00024172              -0.00030156              -0.00270919              -0.00077749               0.00017564
       533        12              -0.00105200              -0.00060266               0.00103774              -0.00120341               0.00083016               0.00173996
       533        13              -0.00016896               0.00486067              -0.00018937               0.00075642               0.00330738               0.00007583
       533        14               0.00093869              -0.00828561              -0.00056803               0.00018737              -0.00609158              -0.00021658
       533        15               0.00033119               0.00026243              -0.00168794               0.00008819               0.00004813              -0.00112484
       533        16              -0.00146327               0.00066200               0.00147631              -0.00084733               0.00066099               0.00092285
       533        17               0.00108647               0.00211478               0.00155331               0.00090694               0.00161507               0.00121012
       533        18              -0.00259172              -0.00069077               0.00107704              -0.00224069              -0.00053817               0.00086392
       533        19               0.00174383               0.00065230              -0.00090890               0.00056184               0.00036629              -0.00120840
       533        20              -0.00740014              -0.00150221               0.00058605              -0.00491811              -0.00033014               0.00080180
       533        21              -0.00001776              -0.00384408              -0.00041322               0.00028502              -0.00289850               0.00076760
       533        22               0.00097578               0.00124569              -0.00022144               0.00002367              -0.00020592              -0.00065552
       533        23               0.00082429               0.00057634               0.00285955               0.00025691               0.00054913               0.00170633
       533        24               0.00005250               0.00089017              -0.00330672               0.00103187               0.00016977              -0.00146817
       533        25              -0.00145038               0.00232036               0.00094863              -0.00154819               0.00390089               0.00062768
       533        26               0.00077577              -0.00156876               0.00031217               0.00175159              -0.00121097               0.00014742
       533        27               0.00245289               0.00067418              -0.00065904               0.00096013              -0.00008097              -0.00094782
       533        28              -0.00723485              -0.00070201               0.00072526              -0.00601897               0.00034813               0.00080650
       533        29              -0.00027671               0.00169663              -0.00025914              -0.00040331              -0.00097197              -0.00037851
       533        30               0.00099979               0.00286265               0.00003307               0.00071210               0.00408912               0.00087067
       533        31               0.00066311               0.00052478               0.00107356               0.00131011              -0.00034221              -0.00007149
       533        32              -0.00057588               0.00056064              -0.00191557              -0.00027896               0.00068747              -0.00079658
       533        33               0.00080609               0.00117290               0.00071752               0.00065611               0.00075399               0.00036534
       533        34              -0.00014699              -0.00027025               0.00075108               0.00065791              -0.00025979               0.00097690
       533        35               0.00082300               0.00053588              -0.00094467              -0.00099062              -0.00067864              -0.00203688
       533        36              -0.00619775              -0.00108139               0.00032446              -0.00353343              -0.00107138              -0.00008308
       533        37              -0.00040202              -0.00198439              -0.00005608               0.00035092              -0.00132438               0.00096972
       533        38               0.00081718               0.00599572               0.00043639               0.00004465               0.00376065               0.00002763
       533        39               0.00073069               0.00004636               0.00138615               0.00047233               0.00094535               0.00047231
       533        40              -0.00094037               0.00008155               0.00262358              -0.00051422              -0.00026191               0.00258906
       533        41              -0.00197678              -0.00081675              -0.00103777              -0.00135564              -0.00079253              -0.00086426
       533        42               0.00027839               0.00120101               0.00093436               0.00010103               0.00139770               0.00183325
       533        43               0.00375198               0.00191816              -0.00067564               0.00311578               0.00268318              -0.00112598
       533        44               0.00222737              -0.00142950               0.00080649               0.00158546              -0.00183865              -0.00049402
       533        45              -0.00019936              -0.00667546              -0.00010894               0.00071212              -0.00512071               0.00064388
       533        46               0.00125282               0.00858998               0.00053973               0.00099621               0.00535091               0.00126281
       533        47               0.00123330              -0.00055933               0.00153512              -0.00044847              -0.00228780               0.00077160
       533        48              -0.00097333              -0.00041129              -0.00442330              -0.00082500               0.00025751              -0.00320736
       533        49               0.00025901               0.00167715              -0.00052559               0.00034868               0.00089170              -0.00118029
       533        50              -0.00165971              -0.00120517              -0.00225104              -0.00214977              -0.00113450              -0.00207309
       533        51               0.00279962               0.00041898              -0.00062815               0.00168953              -0.00031478              -0.00027173
       533        52               0.00153034              -0.00108322               0.00086160               0.00197977              -0.00169413              -0.00066272
       533        53              -0.00023678              -0.00277857               0.00011319               0.00081909              -0.00095726               0.00007976
       533        54               0.00180256              -0.00117273               0.00012703               0.00250869              -0.00127931              -0.00012555
       533        55               0.00044876               0.00038455              -0.00072118               0.00034375               0.00119559               0.00019332
       533        56              -0.00160659               0.00021034              -0.00178118              -0.00136583               0.00029014              -0.00108362
       533        57               0.00060600              -0.00185404              -0.00095749               0.00055225              -0.00305538              -0.00083204
       533        58               0.00206312               0.00080329               0.00018840               0.00158708               0.00118238              -0.00008421
       533        59               0.00128842               0.00058503              -0.00036061               0.00087741               0.00119045               0.00074013
       533        60               0.00389394              -0.00138526               0.00196208               0.00440849              -0.00121275               0.00168100
       533        61              -0.00198830              -0.00114813               0.00062974              -0.00209361               0.00101529               0.00112684
       533        62              -0.00001713              -0.00148629              -0.00008330              -0.00038635              -0.00171694              -0.00111599
       533        63               0.00040349              -0.00033194              -0.00067308              -0.00015121              -0.00048428              -0.00103936
       533        64              -0.00136901              -0.00022451               0.00141601              -0.00074223               0.00031305               0.00090589
       534         1               0.00000003               0.00000000              -0.00060325              -0.00000000              -0.00000000              -0.00048546
       534         2              -0.00000003               0.00000000               0.00060325               0.00000000               0.00000000               0.00048546
       535         1               0.00291164               0.00475082               0.00159509               0.00242711               0.00482355               0.00160127
       535         2               0.00456954              -0.00323116              -0.00915178               0.00374485              -0.00292533              -0.00859325
       535         3               0.00137881              -0.00233792              -0.00863460               0.00065143              -0.00147551              -0.00810790
       535         4              -0.00909245               0.00098839               0.00923965              -0.00804538               0.00073431               0.00820471
       535         5               0.00006932               0.00158967               0.01007099               0.00010012               0.00173246               0.01033892
       535         6              -0.00345840               0.00325660              -0.00605392              -0.00340882               0.00320727              -0.00639479
       535         7               0.00461578              -0.00382314              -0.00124508               0.00489631              -0.00427882              -0.00116330
       535         8              -0.00099423              -0.00119325               0.00417964              -0.00036561              -0.00181793               0.00411434
       536         1              -0.00000001              -0.00000003               0.03644029              -0.00000000              -0.00000000               0.03799558
       536         2               0.00000000               0.00000000               0.02459379               0.00000000               0.00000000               0.02307802
       536         3               0.00000002               0.00000002               0.00072411               0.00000000              -0.00000000              -0.00108830
       536         4               0.00000000               0.00000001               0.00015182              -0.00000000               0.00000000               0.00160385
       536         5              -0.00000002               0.00000000              -0.00015232               0.00000000              -0.00000000              -0.00160385
       536         6               0.00000000               0.00000000              -0.00072362               0.00000000               0.00000000               0.00108830
       536         7              -0.00000001              -0.00000001              -0.02459379              -0.00000000              -0.00000000              -0.02307802
       536         8               0.00000001               0.00000000              -0.03644029               0.00000000              -0.00000000              -0.03799558
       537         1               0.00558279               0.00203751               0.00190136               0.00282112               0.00088807               0.00017067
       537         2               0.00179568               0.00863132               0.00979084              -0.00056632               0.00390819               0.00373651
       537         3               0.01099356               0.01003474               0.01142335               0.00588667               0.00432829               0.00551288
       537         4              -0.01709264              -0.01409899              -0.01576811              -0.01184685              -0.00687859              -0.00863848
       537         5               0.01632745               0.01712462               0.01648538               0.00934122               0.00991273               0.00926856
